//ID	Skill Name	Identify if it is a lifeskill	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy	item dummy	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
0442	Взрывная овечка Lv5	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb5	SkillSp_Myzb5	0	0	SkillArea_Circle_Myzb5	Skill_Myzb5_Begin	Skill_Myzb5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb5	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2380	Изготовить на производстве	0	0	
0443	Водная мина Lv5	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl5	Skill_Czsl5_Begin	Skill_Czsl5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl5	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2814	Изготовить на производстве	0	0	
0444	Благославляющее зелье	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_Wudiyaoshui_Begin	Skill_Wudiyaoshui_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1860	Blessed Potion	0	0	
0445	Защита башни	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_JST_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	2	1	7	-1	40	1	0	0	1	0,0	0,0	-1	1	1	1070	2500	-1	-1	0	0	0	0	s0081.tga	0	0	Target reduce speed 50%	0	0	0	
0446	Дьявольская атака башни	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_XMT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	2	1	7	-1	40	1	0	0	1	0,0	0,0	-1	1	1	1069	2500	-1	-1	929	0	0	0	s0081.tga	0	0	Absorb target's magic	0	0	0	
0447	Атака змеи	1	-1,10	1,-1	1,-1	1,-1	-1	0	0	0	-1	-1	1	1	3	1200	4	1	0	0	0	0	0	0	0	0	0	0	Skill_FeiShe_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	2	1	14	0	40	2	186	0	0	0,0	0,0	0	9	-1	1068	1600	41	2	195	-1	0	0	s0081.tga	0	0	BossјјДЬ	0	0	0	
0448	Волна пиратов	1	-1,10	1,-1	1,-1	1,-1	-1	0	0	0	-1	-1	1	1	1	1500	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0	42	2	0	0	0	0	0,0	0	9	-1	1072	1500	43	2	931	0	0	0	s0082.tga	0	0	Damage nearby target with full force	Increases attack by 1.25 times at Level 1. Increases by 5% per skill level	Consumes 9 SP at Level 1. Increases by 1 SP per skill level	0	
0449	Волна флота	1	-1,10	1,-1	1,-1	1,-1	-1	0	0	0	-1	-1	1	1	1	1500	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0	42	2	0	0	0	0	0,0	0	9	-1	1071	1500	43	2	930	0	0	0	s0082.tga	0	0	Damage nearby target with full force	Increases attack by 1.25 times at Level 1. Increases by 5% per skill level	Consumes 9 SP at Level 1. Increases by 1 SP per skill level	0	
0450	Духовный удар	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_JSBT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	-1	92	-1	190	0	-1	0,0	0,0	0	9	1	2003	1200	93	2	0	-2	0	0	s0099.tga	0	0	Навык монстра	0	0	0	
0451	Неизвестный навык	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_Shenshenglazhu_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	3006	0	0	0																																		
0453	Призрачный удар	1	9,10	1,-1	1,1;1,2	1,-1	-1	2	1	0	-1	-1	Ј°	1	1	Ј°	4	2	0	0	4	0	0	SkillSp_WuYin	0	0	SkillArea_Circle_WuYin	Skill_WuYin_Begin	Skill_WuYin_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_WuYin	1	1	14	0	40	2	0	0	0	0,0	0,0	0	-1	-1	0	0	41	-1	195	-1	939	0	s0453.tga	0	0	Поражает цель, выпуская энергию клинков	500 урона при использовании. Урон на повышается на 30 с уровнем навыка	Фиксированно 125 МН	0																																		
0452	Неизвестный навык	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_NSDX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	3010	0	0	0
0454	Сверхсознание	1	16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	Ј°	1	1	Ј°	4	2	0	0	4	0	SkillArea_State_XYSYF	SkillSp_XYSYF	0	0	SkillArea_Circle_XYSYF	0	Skill_XYSYF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_XYSYF	1	1	12	0	40	2	0	0	0	0,0	0,0	0	-1	-1	0	0	41	-1	131	-1	0	0	s0454.tga	0	0	Использует удивительную силу мысли для вызова различных предметов, наносящих урон врагу.	Наносит 180 урона каждые 3 секунды в течение 15 секунд. Урон увеличивается на 30 с уровнем	Потребляет 160 МН	0
0455	Удар легиона	1	8,10	1,-1	1,1;1,2	1,-1	-1	2	1	0	-1	-1	0	1	1	0	4	2	0	0	4	0	0	SkillSp_ShouWangS	0	0	SkillArea_Circle_ShouWangS	0	Skill_ShouWangS_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ShouWangS	1	1	12	0	50	-1	102	0	-1	0	0	-1	-1	-1	0	0	51	-1	0	-1	938	0	s0455.tga	0	0	Замедляет окружающих врагов	Наносит 500 урона и 30 за каждый уровень навыка	Потребляет 125 МН	0
0456	Пушка грома	1	12,10	1,-1	1,4	1,-1	-1	2	1	0	-1	-1	Ј°	1	1	800	4	2	0	0	1	0	0	SkillSp_ArfGX	0	0	SkillArea_Line_ArfGX	0	Skill_ArfGX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ArfGX	1	1	7,8,9	0	106	6,-1	940	0,0	0	0,0	0,0	0	-1	-1	0	0	107	-1	267	-1	0	0	s0456.tga	0	0	Каждая цель в линии получает некоторый урон	Наносит 500 урона. Урон увеличивается с уровнем.	Потребляет 105 МН	0
0457	Дьявольское проклятие	1	14,10	1,-1	1,9	1,-1	-1	2	1	0	-1	-1	Ј°	1	1	1200	4	2	0	0	4	0	0	SkillSp_EmoYuYan	0	0	SkillArea_Circle_EmoYuYan	Skill_EmoYuYan_Begin	Skill_EmoYuYan_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_EmoYuYan	1	1	12	0	56	2	0	0	0	0,0	0,0	0	-1	-1	0	0	57	2	0	-1	0	0	s0457.tga	0	0	Призывает дьявола для сражения. Наносит урон. Уменьшает защиту,скорость,атаку	Наносит 150 урона по площади. Навык наносит урона и создает негативную ауру	Потребляет 155 МН	0
0458	Священный суд	1	13,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	Ј°	1	1	Ј°	Јµ	2	0	0	4	0	0	SkillSp_SSSP	0	0	SkillArea_Circle_SSSP	0	Skill_SSSP_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SSSP	1	1	12	0	40	2	Ј°	0	0	0,0	0,0	0	-1	-1	0	0	41	2	0	-1	935	0	s0458.tga	0	0	Применяет священную мощь перерождения, и помогает в бою! Навык исцеляет, и наносит урон	Наносит 650 урона и исцеляет 350 ЖЗ	Потребляет 140 МН, с каждым уровнем на 20 МН больше	0
0459	Мистическая сила перерождения	1	-1,10	1,-1	1,-1	1,-1	-1	0	2	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Rbmp_Use	Skill_Rbmp_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	s0459.tga	0	0	Специальный навык, полученный после перерождения	После перерождения игрок наносит на 5.5% больше урона и получает на 5,5% больше защиты	0	0
0460	Кольцо холода	1	-1,1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	0	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_BDH	Skill_BDH_Begin	Skill_BDH_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	0	-1	0	880	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0453.tga	0	0	Ј°	Ј°	Ј°	0
0461	Учеба	0	-1,5	1,-1	1,-1	1,-1	-1	1	1	0	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	n2024.tga	0	0	Чтение - очень хорошо	0	0	0
0462	Исцеляющее зелье, которое восстанавливает жизни на время	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_thewdrug_Begin	Skill_thewdrug_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1075	0	іЦРшМеБ¦»ЦёґТ©јБ	0
0463	Зелье Титана	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_thaitdrug_Begin	Skill_thaitdrug_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1098	0	М©М№Т©јБ	0
0464	Благославление бога	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_deitybless_Begin	Skill_deitybless_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1099	0	ЙсНх»¤УУ	0
0465	Энергетическая микстура	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_energydrug_Begin	Skill_energydrug_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1100	0	ДЬБїєПјБ	0
0466	Сердце дьявольского дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_dragonheart_Begin	Skill_dragonheart_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120000	0	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1101	0	Д§БъЦ®РД	0
0467	Узы любви	1	-1,1	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_Qlzx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	1	1	12	0	0	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	-1	0	-1	0	0	x1100.tga	0	0	Перемещает тебя к твоей половинке	Перезарядка - 1 минута.	Если надето Кольцо Влюбленных - отправляет к твоей половинке	0
0468	Level 1 Arrest Warrant	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng1	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5717	0	0	0	
0469	Level 2 Arrest Warrant	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng2	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5718	0	0	0	
0470	Level 3 Arrest Warrant	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng3	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5719	0	0	0	
0471	Level 4 Arrest Warrant	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_Daibuzheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Daibuzheng4	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	5720	0	0	0
0473	Взрывающийся Зевс	1	8,9,12,13,14,16	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	5	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ZSZB	0	Skill_ZSZB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	14	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	0	0	0	ЦжЛ№µДЕ­»рНМКЙМмµШ	¶ФЦЬО§µРИЛФміЙ10000ЙЛє¦	0	0
0474	Cупер Зажигательная пуля	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	4	0	SkillArea_State_CJRsd	0	0	0	SkillArea_Square_CJRsd	0	Skill_CJRsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CJRsd	1	1	7	0	64	-1	254	0	1	255,0	0,0	0	-1	1	0	0	65	-1	0	-2	111	0	s0113.tga	0	0	К№Т»¶Ё·¶О§ДЪµДµШГжИјЙХЈ¬¶ФИєМеДї±кФміЙЙЛє¦Ј¬ІўК№ЖдИјЙХ	µШГжИјЙХ10ГлЈ¬µИј¶1К±ГїГлЦУФміЙ33µгЙЛє¦Ј¬ГїЙэТ»ј¶МбЙэ3µгЙЛє¦Ј¬ГьЦРєуДї±кіЦРшИјЙХ10ГлЈ¬ГїГлФміЙ10µгЙЛє¦	µИј¶1К±ПыєД17Ј¬ГїЙэТ»ј¶¶аПыєД2SP	0
0475	Супер магма	1	-1,1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	0	1	1	400	4	1	0	0	0	0	0	7	0	0	0	Skill_Xs_Begin	Skill_Xs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xs	1	1	10	0	42	2	187	0	0	218,0	0,0	-1	-1	-1	0	0	43	2	196	0	0	0	s0085.tga	0	0	РВКЦјјДЬ,ЧЄЙъєуПыК§	ЙЛє¦ОЄ75µгОпАнЙЛє¦	№М¶ЁПыєД7SP	0
0476	Могучий удар Новичка	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	3	0	SkillArea_State_DiZ	SkillSp_DiZ	0	0	SkillArea_Square_DiZ	0	Skill_Sj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	10	-1	96	2	325	0	0	0,0	0,0	-1	1	-1	0	0	97	-1	0	0	326	0	s0121.tga	0	0	bossјјДЬ	bossјјДЬ	bossјјДЬ	0
0477	AOE Навык	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_TTZh1	0	Skill_TTZh1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	№ЦОпјјДЬ	№ЦОпјјДЬ	0	0
0478	Призыв тотема	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_TTZh2	0	Skill_TTZh2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	№ЦОпјјДЬ	№ЦОпјјДЬ	0	0
0479	Призыв священного тотема	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1500	4	2	0	0	3	0	SkillArea_State_DiZ	SkillSp_DiZ	0	0	SkillArea_Square_DiZ	0	Skill_DiZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	10	-1	96	2	325	0	0	0,0	0,0	-1	1	-1	0	0	97	-1	0	0	326	0	s0121.tga	0	0	bossјјДЬ	bossјјДЬ	bossјјДЬ	0
0480	Потрясение тотема	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	SkillSp_Biw	0	0	0	0	Skill_TTbw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	10	-1	40	9	327	0	0	0,0	0,0	0	9	-1	0	0	41	2	328	0	0	0	s0081.tga	0	0	bossјјДЬ	bossјјДЬ	bossјјДЬ	0
0481	Поцелуй тотема	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BlackYq	0	0	0	0	Skill_BlackYq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	7	-1	56	-1	587	0	0	0,0	0,0	0	5	-1	1073	1600	57	2	586	-1	0	0	s0087.tga	0	0	№ЦОпјјДЬ	¶ФµРИЛФміЙД§·ЁЙЛє¦Ј¬ОЮКУОпБ¦·АУщЈ¬ЙЛє¦УлК№УГХЯѕ«ЙсБ¦єНµИј¶УР№Ш	0	0
0482	Огненный шар дьявола	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_DBQ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	8	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1034	1500	-1	2	234	-1	0	0	0	0	0	0	0	0	0
0483	Большое ледяное копьё	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_XBQ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	8	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1034	1500	-1	2	234	-1	0	0	0	0	0	0	0	0	0
0484	Маленькое ледяное копьё	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	SkillSp_Swcx	0	0	0	0	Skill_Swjj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	1	1	11	-1	40	9	317	0	0	0,0	0,0	0	9	-1	0	1600	41	2	318	0	0	0	s0081.tga	0	0	bossјјДЬ	bossјјДЬ	bossјјДЬ	0
0485	Вопль смерти	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackLj	0	0	0	0	Skill_DLJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	12	-1	102	1	883	0	0	0,0	0,0	0	5	-1	1061	1600	103	2	0	-1	0	0	s0214.tga	0	0	№ЦОпјјДЬ	№ЦОпјјДЬ	0	0
0486	Большая молния	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackLj	0	0	0	0	Skill_XLJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	12	-1	102	1	883	0	0	0,0	0,0	0	5	-1	1061	1600	103	2	0	-1	0	0	s0214.tga	0	0	№ЦОпјјДЬ	№ЦОпјјДЬ	0	0
0487	Маленькая Молния	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Fer	0	0	SkillArea_Circle_Fer	0	Skill_EMFR_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	11	-1	44	-1,-1	585	0	0	0,0	0,0	-1	-1	-1	1075	0	45	2	590	0	0	0	s0107.tga	0	0	bossјјДЬ	bossјјДЬ	bossјјДЬ	0
0488	Клинок дьявола	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_TTZh1	0	Skill_Shzzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	1	11	-1	40	-1	584	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s0225.tga	0	0	№ЦОпјјДЬ	№ЦОпјјДЬ	0	0
0489	Призыв защитника	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BlackYq	0	0	0	0	Skill_BlackYq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	2	1	7	-1	56	-1	589	0	0	0,0	0,0	0	5	-1	1074	1600	57	2	588	-1	0	0	s0087.tga	0	0	№ЦОпјјДЬ	¶ФµРИЛФміЙД§·ЁЙЛє¦Ј¬ОЮКУОпБ¦·АУщЈ¬ЙЛє¦УлК№УГХЯѕ«ЙсБ¦єНµИј¶УР№Ш	0	0
0490	Морозный шар дьявола	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	0	Skill_zhanbuwawa_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	-1	0	-1	0	0	0	0,0	0,0	0	5	-1	0	0	-1	-1	-1	0	0	0	0	0	0	6377	0	0	0
0491	Воздушная дуга	0	-1,1	1,-1	1,19	1,-1	-1	2	1	0	-1	-1	1	1	1	700	4	2	0	0	3	0	0	0	0	0	0	Skill_WB_Begin	Skill_WB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	28	0	122	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	0	216	0	0	0	n1201.tga	1	0	Ч°±ёЖХНЁµДїХНЪїуёд»тХЯґшУРБйЖшµДїХНЪїуёдєуѕНДЬ№»К№УГµДјјДЬ	іэБЛ°ІИ«ЗшУтµДИОєОµШ·Ѕ¶јДЬ№»ЅшРРїХНЪЕ¶	їХНЪїуёдµДДНѕГОЄ0µДК±єтОЮ·ЁК№УГјјДЬ	0
0492	Дуга релиза	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	5	2	0	0	0	0	0	0	0	0	0	Skill_YJWB_Begin	Skill_YJWB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	28	0	122	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	0	216	0	0	0	0	1	0	6612	0	0	0
0493	Неизвестно	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	1	1	0	0	0	0	0	0	0	0	0	Skill_BingX1_Begin	Skill_BingX1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	7,8,9	-1	42	-1	0	0	-1	0,0	0,0	0	2	-1	0	1300	140	2	928	-2	0	0	0	0	0	1135	ОЮЙЛє¦Ј¬СЈФО1Гл	0	0																																		
0494	Halo Salvation	0	-1,1	1,-1	1,-1	1,-1	-1,-1	0	1	1	115	-1,-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	Skill_MLCJ_Begin	Skill_MLCJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600000	1	1	11	0	72	-1	-1	0	-1	0,0	0,0	-1	-1	-1	0	0	73	2	114	-2	0	0	s508.tga	0	0	A halo of bright light appears, emitting rays of life and vitality.	Restores 10000 HP	10 Level-F Energy Cards.	0																							
0495	Рыбалка	0	-1,10;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,99;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	1,-1;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2;-2,-2	-1,-1,0	0	1	0	-1	-1,-1;-2,-2;-2,-2	1	1	2	300	28	1	0	0	0	0	0	SkillSp_Lf	0	0	0	0	Skill_Lf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lf	1	1	28,0,0,0,0,0,0,0,0,0	-1	71	1,0	0,0	0,0	-1	0,0	0,0	-1	-1	-1	0	0	-1	0	0	0	0	0	s0231.tga	1	0,0	Используйте удочку для ловли рыбы.	Рыбу можно ловить в специальных рыбных местах.	Потребляет 1 мн за использование.	0		
